incident_id,incident_type,severity,confidence,first_frame,last_frame,Latitude,Longitude,Road_Segment,Location,Location_Source,Timestamp,Bus_ID,Action_Required,Status,Cluster_ID,Priority_Score
INC-POT-068,POTHOLE / ROAD DEFECT,CRITICAL,0.74,180,180,26.75204,83.374969,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752040, 83.374969 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-069,POTHOLE / ROAD DEFECT,CRITICAL,0.74,180,180,26.75204,83.374969,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752040, 83.374969 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-070,POTHOLE / ROAD DEFECT,CRITICAL,0.84,189,189,26.752,83.375,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752000, 83.375000 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-071,POTHOLE / ROAD DEFECT,CRITICAL,0.75,189,189,26.752,83.375,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752000, 83.375000 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-072,POTHOLE / ROAD DEFECT,CRITICAL,0.75,189,189,26.752,83.375,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752000, 83.375000 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-073,POTHOLE / ROAD DEFECT,CRITICAL,0.75,189,189,26.752,83.375,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752000, 83.375000 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-074,POTHOLE / ROAD DEFECT,CRITICAL,0.79,198,198,26.751963,83.375058,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751963, 83.375058 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-075,POTHOLE / ROAD DEFECT,CRITICAL,0.78,198,198,26.751963,83.375058,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751963, 83.375058 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-076,POTHOLE / ROAD DEFECT,CRITICAL,0.74,198,198,26.751963,83.375058,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751963, 83.375058 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-077,POTHOLE / ROAD DEFECT,CRITICAL,0.75,198,198,26.751963,83.375058,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751963, 83.375058 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-078,POTHOLE / ROAD DEFECT,CRITICAL,0.77,207,207,26.751849,83.375237,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751849, 83.375237 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-079,POTHOLE / ROAD DEFECT,CRITICAL,0.79,207,207,26.751849,83.375237,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751849, 83.375237 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-080,POTHOLE / ROAD DEFECT,CRITICAL,0.76,207,207,26.751849,83.375237,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751849, 83.375237 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-081,POTHOLE / ROAD DEFECT,CRITICAL,0.75,207,207,26.751849,83.375237,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751849, 83.375237 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:54,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-082,POTHOLE / ROAD DEFECT,CRITICAL,0.81,216,216,26.751661,83.375533,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751661, 83.375533 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-083,POTHOLE / ROAD DEFECT,CRITICAL,0.8,216,216,26.751661,83.375533,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751661, 83.375533 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-084,POTHOLE / ROAD DEFECT,CRITICAL,0.78,216,216,26.751661,83.375533,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751661, 83.375533 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-085,POTHOLE / ROAD DEFECT,CRITICAL,0.75,216,216,26.751661,83.375533,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751661, 83.375533 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-009,98
INC-POT-086,POTHOLE / ROAD DEFECT,CRITICAL,0.81,225,225,26.751402,83.37594,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751402, 83.375940 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-087,POTHOLE / ROAD DEFECT,CRITICAL,0.75,225,225,26.751402,83.37594,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751402, 83.375940 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-088,POTHOLE / ROAD DEFECT,CRITICAL,0.75,225,225,26.751402,83.37594,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751402, 83.375940 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-089,POTHOLE / ROAD DEFECT,CRITICAL,0.76,225,225,26.751402,83.37594,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751402, 83.375940 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:55,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-090,POTHOLE / ROAD DEFECT,CRITICAL,0.83,234,234,26.751078,83.376449,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751078, 83.376449 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-091,POTHOLE / ROAD DEFECT,CRITICAL,0.8,234,234,26.751078,83.376449,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751078, 83.376449 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-092,POTHOLE / ROAD DEFECT,CRITICAL,0.75,234,234,26.751078,83.376449,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751078, 83.376449 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-093,POTHOLE / ROAD DEFECT,CRITICAL,0.74,234,234,26.751078,83.376449,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.751078, 83.376449 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-010,98
INC-POT-094,POTHOLE / ROAD DEFECT,CRITICAL,0.77,243,243,26.750697,83.377048,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750697, 83.377048 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-095,POTHOLE / ROAD DEFECT,CRITICAL,0.77,243,243,26.750697,83.377048,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750697, 83.377048 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-096,POTHOLE / ROAD DEFECT,CRITICAL,0.79,243,243,26.750697,83.377048,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750697, 83.377048 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-097,POTHOLE / ROAD DEFECT,CRITICAL,0.75,243,243,26.750697,83.377048,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750697, 83.377048 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:56,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-098,POTHOLE / ROAD DEFECT,CRITICAL,0.8,252,252,26.750267,83.377724,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750267, 83.377724 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-099,POTHOLE / ROAD DEFECT,CRITICAL,0.78,252,252,26.750267,83.377724,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750267, 83.377724 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-100,POTHOLE / ROAD DEFECT,CRITICAL,0.75,252,252,26.750267,83.377724,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750267, 83.377724 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-101,POTHOLE / ROAD DEFECT,CRITICAL,0.76,252,252,26.750267,83.377724,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.750267, 83.377724 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-011,98
INC-POT-102,POTHOLE / ROAD DEFECT,HIGH,0.77,261,261,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749797, 83.378461 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-012,70
INC-POT-103,POTHOLE / ROAD DEFECT,HIGH,0.76,261,261,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749797, 83.378461 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-012,70
INC-POT-104,POTHOLE / ROAD DEFECT,HIGH,0.74,261,261,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749797, 83.378461 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-012,70
INC-POT-105,POTHOLE / ROAD DEFECT,HIGH,0.77,261,261,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749797, 83.378461 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:57,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-012,70
INC-POT-106,POTHOLE / ROAD DEFECT,CRITICAL,0.75,270,270,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749299, 83.379244 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-013,98
INC-POT-107,POTHOLE / ROAD DEFECT,CRITICAL,0.78,270,270,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749299, 83.379244 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-013,98
INC-POT-108,POTHOLE / ROAD DEFECT,CRITICAL,0.75,270,270,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749299, 83.379244 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-013,98
INC-POT-109,POTHOLE / ROAD DEFECT,CRITICAL,0.77,270,270,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.749299, 83.379244 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-013,98
INC-POT-110,POTHOLE / ROAD DEFECT,CRITICAL,0.81,279,279,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.748783, 83.380055 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-014,98
INC-POT-111,POTHOLE / ROAD DEFECT,CRITICAL,0.77,279,279,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.748783, 83.380055 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-014,98
INC-POT-112,POTHOLE / ROAD DEFECT,CRITICAL,0.75,279,279,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.748783, 83.380055 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-014,98
INC-POT-113,POTHOLE / ROAD DEFECT,CRITICAL,0.74,279,279,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.748783, 83.380055 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:58,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-014,98
INC-POT-114,POTHOLE / ROAD DEFECT,CRITICAL,0.78,288,288,26.748261,83.380876,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.748261, 83.380876 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:59,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-015,98
INC-POT-115,POTHOLE / ROAD DEFECT,CRITICAL,0.75,288,288,26.748261,83.380876,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.748261, 83.380876 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:59,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-015,98
INC-POT-116,POTHOLE / ROAD DEFECT,CRITICAL,0.74,288,288,26.748261,83.380876,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.748261, 83.380876 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:59,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-015,98
INC-POT-117,POTHOLE / ROAD DEFECT,CRITICAL,0.77,297,297,26.747743,83.381689,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.747743, 83.381689 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:59,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-016,98
INC-POT-118,POTHOLE / ROAD DEFECT,CRITICAL,0.77,297,297,26.747743,83.381689,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.747743, 83.381689 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:59,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-016,98
INC-POT-119,POTHOLE / ROAD DEFECT,CRITICAL,0.8,306,306,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.747243, 83.382475 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-017,98
INC-POT-120,POTHOLE / ROAD DEFECT,CRITICAL,0.77,306,306,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.747243, 83.382475 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-017,98
INC-POT-121,POTHOLE / ROAD DEFECT,CRITICAL,0.74,306,306,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.747243, 83.382475 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-017,98
INC-POT-122,POTHOLE / ROAD DEFECT,CRITICAL,0.74,306,306,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.747243, 83.382475 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-017,98
INC-POT-123,POTHOLE / ROAD DEFECT,CRITICAL,0.82,315,315,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746771, 83.383217 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-124,POTHOLE / ROAD DEFECT,CRITICAL,0.76,315,315,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746771, 83.383217 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-125,POTHOLE / ROAD DEFECT,CRITICAL,0.74,315,315,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746771, 83.383217 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-126,POTHOLE / ROAD DEFECT,CRITICAL,0.75,315,315,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746771, 83.383217 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-127,POTHOLE / ROAD DEFECT,CRITICAL,0.79,324,324,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746337, 83.383899 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-128,POTHOLE / ROAD DEFECT,CRITICAL,0.76,324,324,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746337, 83.383899 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-129,POTHOLE / ROAD DEFECT,CRITICAL,0.75,324,324,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746337, 83.383899 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-130,POTHOLE / ROAD DEFECT,CRITICAL,0.74,324,324,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.746337, 83.383899 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:00,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-018,98
INC-POT-131,POTHOLE / ROAD DEFECT,CRITICAL,0.8,333,333,26.745952,83.384504,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.745952, 83.384504 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:01,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-019,98
INC-POT-132,POTHOLE / ROAD DEFECT,CRITICAL,0.77,333,333,26.745952,83.384504,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.745952, 83.384504 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:01,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-019,98
INC-POT-133,POTHOLE / ROAD DEFECT,CRITICAL,0.75,333,333,26.745952,83.384504,Golghar Commercial Center -> Civil Lines / Commissioner Office,"26.745952, 83.384504 (Golghar Commercial Center -> Civil Lines / Commissioner Office)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:21:01,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-019,98
