Frame,Timestamp,Detection,Confidence,Estimated_Depth_cm,Severity,Area_px,X1,Y1,X2,Y2,Source,Latitude,Longitude,Road_Segment,Bus_ID,Action_Required
252,2026-09-14 09:20:57,POTHOLE,0.76,4.8,HIGH,458,13,204,56,268,SURFACE_CAVITY_AI,26.750267,83.377724,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
261,2026-09-14 09:20:57,POTHOLE,0.77,5.6,HIGH,612,70,204,106,268,SURFACE_CAVITY_AI,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
261,2026-09-14 09:20:57,POTHOLE,0.76,4.2,HIGH,338,40,204,57,267,SURFACE_CAVITY_AI,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
261,2026-09-14 09:20:57,POTHOLE,0.74,2.8,MEDIUM,68,116,213,128,231,SURFACE_CAVITY_AI,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
261,2026-09-14 09:20:57,POTHOLE,0.77,5.1,HIGH,525,13,206,37,266,SURFACE_CAVITY_AI,26.749797,83.378461,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
270,2026-09-14 09:20:58,POTHOLE,0.75,3.9,MEDIUM,283,346,339,376,389,SURFACE_CAVITY_AI,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
270,2026-09-14 09:20:58,POTHOLE,0.78,6.9,CRITICAL,877,57,204,104,268,SURFACE_CAVITY_AI,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
270,2026-09-14 09:20:58,POTHOLE,0.75,3.4,MEDIUM,176,316,374,345,388,SURFACE_CAVITY_AI,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
270,2026-09-14 09:20:58,POTHOLE,0.77,5.5,HIGH,597,307,293,374,355,SURFACE_CAVITY_AI,26.749299,83.379244,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
279,2026-09-14 09:20:58,POTHOLE,0.81,9.7,CRITICAL,1449,307,305,376,388,SURFACE_CAVITY_AI,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
279,2026-09-14 09:20:58,POTHOLE,0.77,5.2,HIGH,548,80,204,102,268,SURFACE_CAVITY_AI,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
279,2026-09-14 09:20:58,POTHOLE,0.75,3.3,MEDIUM,169,307,383,351,397,SURFACE_CAVITY_AI,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
279,2026-09-14 09:20:58,POTHOLE,0.74,2.7,MEDIUM,44,361,387,376,397,SURFACE_CAVITY_AI,26.748783,83.380055,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
288,2026-09-14 09:20:59,POTHOLE,0.78,6.3,CRITICAL,768,46,204,88,268,SURFACE_CAVITY_AI,26.748261,83.380876,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
288,2026-09-14 09:20:59,POTHOLE,0.75,4.0,HIGH,298,163,204,184,268,SURFACE_CAVITY_AI,26.748261,83.380876,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
288,2026-09-14 09:20:59,POTHOLE,0.74,2.7,MEDIUM,35,106,204,122,215,SURFACE_CAVITY_AI,26.748261,83.380876,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
297,2026-09-14 09:20:59,POTHOLE,0.77,6.0,CRITICAL,696,34,204,72,268,SURFACE_CAVITY_AI,26.747743,83.381689,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
297,2026-09-14 09:20:59,POTHOLE,0.77,5.5,HIGH,590,148,204,173,268,SURFACE_CAVITY_AI,26.747743,83.381689,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
306,2026-09-14 09:21:00,POTHOLE,0.8,8.4,CRITICAL,1181,307,288,376,383,SURFACE_CAVITY_AI,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
306,2026-09-14 09:21:00,POTHOLE,0.77,5.8,HIGH,668,13,204,50,268,SURFACE_CAVITY_AI,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
306,2026-09-14 09:21:00,POTHOLE,0.74,2.9,MEDIUM,86,355,205,370,235,SURFACE_CAVITY_AI,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
306,2026-09-14 09:21:00,POTHOLE,0.74,2.7,MEDIUM,38,340,358,359,364,SURFACE_CAVITY_AI,26.747243,83.382475,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
315,2026-09-14 09:21:00,POTHOLE,0.82,10.7,CRITICAL,1637,323,265,374,359,SURFACE_CAVITY_AI,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
315,2026-09-14 09:21:00,POTHOLE,0.76,4.4,HIGH,375,114,226,136,268,SURFACE_CAVITY_AI,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
315,2026-09-14 09:21:00,POTHOLE,0.74,2.8,MEDIUM,54,362,204,370,231,SURFACE_CAVITY_AI,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
315,2026-09-14 09:21:00,POTHOLE,0.75,3.3,MEDIUM,159,119,204,138,226,SURFACE_CAVITY_AI,26.746771,83.383217,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
324,2026-09-14 09:21:00,POTHOLE,0.79,7.5,CRITICAL,1000,307,284,367,379,SURFACE_CAVITY_AI,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
324,2026-09-14 09:21:00,POTHOLE,0.76,5.0,HIGH,494,107,204,138,258,SURFACE_CAVITY_AI,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
324,2026-09-14 09:21:00,POTHOLE,0.75,3.2,MEDIUM,146,353,204,370,230,SURFACE_CAVITY_AI,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
324,2026-09-14 09:21:00,POTHOLE,0.74,2.7,MEDIUM,31,111,260,126,268,SURFACE_CAVITY_AI,26.746337,83.383899,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
333,2026-09-14 09:21:01,POTHOLE,0.8,8.3,CRITICAL,1168,307,337,357,395,SURFACE_CAVITY_AI,26.745952,83.384504,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
333,2026-09-14 09:21:01,POTHOLE,0.77,5.9,HIGH,672,93,204,135,254,SURFACE_CAVITY_AI,26.745952,83.384504,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
333,2026-09-14 09:21:01,POTHOLE,0.75,3.7,MEDIUM,237,307,301,356,336,SURFACE_CAVITY_AI,26.745952,83.384504,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
333,2026-09-14 09:21:01,POTHOLE,0.75,3.8,MEDIUM,264,324,204,360,246,SURFACE_CAVITY_AI,26.745952,83.384504,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
342,2026-09-14 09:21:02,POTHOLE,0.84,12.3,CRITICAL,1959,307,314,350,403,SURFACE_CAVITY_AI,26.745623,83.385021,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
342,2026-09-14 09:21:02,POTHOLE,0.74,2.7,MEDIUM,42,236,204,253,212,SURFACE_CAVITY_AI,26.745623,83.385021,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
342,2026-09-14 09:21:02,POTHOLE,0.77,6.0,CRITICAL,700,91,204,134,268,SURFACE_CAVITY_AI,26.745623,83.385021,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
342,2026-09-14 09:21:02,POTHOLE,0.76,4.4,HIGH,372,324,204,355,257,SURFACE_CAVITY_AI,26.745623,83.385021,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
351,2026-09-14 09:21:02,POTHOLE,0.82,10.6,CRITICAL,1618,96,204,158,266,SURFACE_CAVITY_AI,26.745358,83.385437,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
351,2026-09-14 09:21:02,POTHOLE,0.87,14.5,CRITICAL,2728,176,204,367,264,SURFACE_CAVITY_AI,26.745358,83.385437,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
351,2026-09-14 09:21:02,POTHOLE,0.78,6.1,CRITICAL,728,307,335,330,403,SURFACE_CAVITY_AI,26.745358,83.385437,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
351,2026-09-14 09:21:02,POTHOLE,0.75,3.7,MEDIUM,230,270,204,311,228,SURFACE_CAVITY_AI,26.745358,83.385437,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
360,2026-09-14 09:21:02,POTHOLE,0.78,6.8,CRITICAL,857,51,204,80,268,SURFACE_CAVITY_AI,26.745164,83.385743,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
360,2026-09-14 09:21:02,POTHOLE,0.74,2.9,MEDIUM,82,307,379,315,403,SURFACE_CAVITY_AI,26.745164,83.385743,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
360,2026-09-14 09:21:02,POTHOLE,0.75,3.5,MEDIUM,197,334,262,372,281,SURFACE_CAVITY_AI,26.745164,83.385743,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
360,2026-09-14 09:21:02,POTHOLE,0.74,3.0,MEDIUM,99,346,336,374,349,SURFACE_CAVITY_AI,26.745164,83.385743,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
369,2026-09-14 09:21:03,POTHOLE,0.8,8.5,CRITICAL,1192,307,298,374,347,SURFACE_CAVITY_AI,26.745043,83.385932,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
369,2026-09-14 09:21:03,POTHOLE,0.83,11.5,CRITICAL,1799,15,204,111,268,SURFACE_CAVITY_AI,26.745043,83.385932,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
369,2026-09-14 09:21:03,POTHOLE,0.77,5.8,HIGH,650,307,265,353,293,SURFACE_CAVITY_AI,26.745043,83.385932,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
369,2026-09-14 09:21:03,POTHOLE,0.74,3.0,MEDIUM,95,339,205,370,222,SURFACE_CAVITY_AI,26.745043,83.385932,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
378,2026-09-14 09:21:03,POTHOLE,0.78,6.8,CRITICAL,864,14,204,80,268,SURFACE_CAVITY_AI,26.745,83.386,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
378,2026-09-14 09:21:03,POTHOLE,0.76,4.1,HIGH,323,324,359,363,393,SURFACE_CAVITY_AI,26.745,83.386,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
378,2026-09-14 09:21:03,POTHOLE,0.75,3.1,MEDIUM,125,353,348,375,369,SURFACE_CAVITY_AI,26.745,83.386,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
378,2026-09-14 09:21:03,POTHOLE,0.75,3.2,MEDIUM,148,265,204,290,220,SURFACE_CAVITY_AI,26.745,83.386,Golghar Commercial Center -> Civil Lines / Commissioner Office,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
387,2026-09-14 09:21:04,POTHOLE,0.78,6.4,CRITICAL,782,14,205,44,267,SURFACE_CAVITY_AI,26.744968,83.38606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
387,2026-09-14 09:21:04,POTHOLE,0.75,3.4,MEDIUM,175,71,251,99,268,SURFACE_CAVITY_AI,26.744968,83.38606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
387,2026-09-14 09:21:04,POTHOLE,0.75,3.1,MEDIUM,114,92,205,125,215,SURFACE_CAVITY_AI,26.744968,83.38606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
387,2026-09-14 09:21:04,POTHOLE,0.74,2.6,MEDIUM,30,60,204,75,212,SURFACE_CAVITY_AI,26.744968,83.38606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
396,2026-09-14 09:21:04,POTHOLE,0.76,4.5,HIGH,403,44,226,75,268,SURFACE_CAVITY_AI,26.744866,83.386251,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
396,2026-09-14 09:21:04,POTHOLE,0.76,5.0,HIGH,507,307,349,375,378,SURFACE_CAVITY_AI,26.744866,83.386251,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
396,2026-09-14 09:21:04,POTHOLE,0.74,2.7,MEDIUM,36,356,210,369,220,SURFACE_CAVITY_AI,26.744866,83.386251,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
396,2026-09-14 09:21:04,POTHOLE,0.74,2.7,MEDIUM,39,322,204,335,212,SURFACE_CAVITY_AI,26.744866,83.386251,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
405,2026-09-14 09:21:05,POTHOLE,0.84,12.2,CRITICAL,1947,307,349,376,403,SURFACE_CAVITY_AI,26.744695,83.386571,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
405,2026-09-14 09:21:05,POTHOLE,0.79,7.1,CRITICAL,928,321,239,371,304,SURFACE_CAVITY_AI,26.744695,83.386571,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
405,2026-09-14 09:21:05,POTHOLE,0.75,4.0,HIGH,296,14,210,46,247,SURFACE_CAVITY_AI,26.744695,83.386571,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
405,2026-09-14 09:21:05,POTHOLE,0.74,2.8,MEDIUM,53,284,227,295,239,SURFACE_CAVITY_AI,26.744695,83.386571,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
414,2026-09-14 09:21:05,POTHOLE,0.75,3.5,MEDIUM,203,112,225,153,268,SURFACE_CAVITY_AI,26.74446,83.387012,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
414,2026-09-14 09:21:05,POTHOLE,0.75,3.9,MEDIUM,287,178,219,208,268,SURFACE_CAVITY_AI,26.74446,83.387012,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
414,2026-09-14 09:21:05,POTHOLE,0.75,3.6,MEDIUM,228,263,225,301,268,SURFACE_CAVITY_AI,26.74446,83.387012,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
414,2026-09-14 09:21:05,POTHOLE,0.74,2.7,MEDIUM,48,204,250,216,268,SURFACE_CAVITY_AI,26.74446,83.387012,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
423,2026-09-14 09:21:06,POTHOLE,0.75,3.6,MEDIUM,228,275,204,327,230,SURFACE_CAVITY_AI,26.744166,83.387564,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
423,2026-09-14 09:21:06,POTHOLE,0.74,2.7,MEDIUM,46,343,281,372,293,SURFACE_CAVITY_AI,26.744166,83.387564,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
423,2026-09-14 09:21:06,POTHOLE,0.74,2.8,MEDIUM,61,327,232,345,241,SURFACE_CAVITY_AI,26.744166,83.387564,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
423,2026-09-14 09:21:06,POTHOLE,0.74,2.8,MEDIUM,60,308,208,329,219,SURFACE_CAVITY_AI,26.744166,83.387564,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
432,2026-09-14 09:21:06,POTHOLE,0.75,4.0,HIGH,295,26,209,58,242,SURFACE_CAVITY_AI,26.743819,83.388215,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
432,2026-09-14 09:21:06,POTHOLE,0.75,3.0,MEDIUM,110,61,223,80,239,SURFACE_CAVITY_AI,26.743819,83.388215,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
432,2026-09-14 09:21:06,POTHOLE,0.74,2.7,MEDIUM,31,195,204,205,212,SURFACE_CAVITY_AI,26.743819,83.388215,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
432,2026-09-14 09:21:06,POTHOLE,0.74,2.9,MEDIUM,72,13,237,31,250,SURFACE_CAVITY_AI,26.743819,83.388215,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
441,2026-09-14 09:21:07,POTHOLE,0.79,7.4,CRITICAL,986,307,348,376,398,SURFACE_CAVITY_AI,26.743427,83.38895,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
441,2026-09-14 09:21:07,POTHOLE,0.74,2.9,MEDIUM,74,307,378,323,403,SURFACE_CAVITY_AI,26.743427,83.38895,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
441,2026-09-14 09:21:07,POTHOLE,0.74,2.7,MEDIUM,43,339,391,350,401,SURFACE_CAVITY_AI,26.743427,83.38895,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
441,2026-09-14 09:21:07,POTHOLE,0.77,5.2,HIGH,530,307,313,350,353,SURFACE_CAVITY_AI,26.743427,83.38895,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
450,2026-09-14 09:21:07,POTHOLE,0.76,4.6,HIGH,425,307,376,344,403,SURFACE_CAVITY_AI,26.742998,83.389753,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
450,2026-09-14 09:21:07,POTHOLE,0.76,4.2,HIGH,334,258,248,302,268,SURFACE_CAVITY_AI,26.742998,83.389753,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
450,2026-09-14 09:21:07,POTHOLE,0.76,4.8,HIGH,452,307,313,339,368,SURFACE_CAVITY_AI,26.742998,83.389753,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
450,2026-09-14 09:21:07,POTHOLE,0.74,2.8,MEDIUM,66,36,209,61,219,SURFACE_CAVITY_AI,26.742998,83.389753,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
459,2026-09-14 09:21:08,POTHOLE,0.75,3.4,MEDIUM,172,322,204,357,217,SURFACE_CAVITY_AI,26.742543,83.390606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
459,2026-09-14 09:21:08,POTHOLE,0.74,2.7,MEDIUM,41,34,261,46,268,SURFACE_CAVITY_AI,26.742543,83.390606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
459,2026-09-14 09:21:08,POTHOLE,0.74,2.7,MEDIUM,31,349,217,363,225,SURFACE_CAVITY_AI,26.742543,83.390606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
459,2026-09-14 09:21:08,POTHOLE,0.74,2.7,MEDIUM,39,360,240,370,249,SURFACE_CAVITY_AI,26.742543,83.390606,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
468,2026-09-14 09:21:08,POTHOLE,0.78,6.7,CRITICAL,836,289,204,370,244,SURFACE_CAVITY_AI,26.742072,83.39149,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
477,2026-09-14 09:21:09,POTHOLE,0.75,3.7,MEDIUM,246,333,204,369,232,SURFACE_CAVITY_AI,26.741594,83.392386,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
477,2026-09-14 09:21:09,POTHOLE,0.74,2.9,MEDIUM,87,222,249,242,268,SURFACE_CAVITY_AI,26.741594,83.392386,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
477,2026-09-14 09:21:09,POTHOLE,0.75,4.0,HIGH,295,244,244,291,268,SURFACE_CAVITY_AI,26.741594,83.392386,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
477,2026-09-14 09:21:09,POTHOLE,0.74,2.7,MEDIUM,47,209,235,223,244,SURFACE_CAVITY_AI,26.741594,83.392386,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
486,2026-09-14 09:21:09,POTHOLE,0.74,3.0,MEDIUM,90,332,204,369,214,SURFACE_CAVITY_AI,26.741121,83.393273,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
486,2026-09-14 09:21:09,POTHOLE,0.74,2.8,MEDIUM,56,239,212,258,222,SURFACE_CAVITY_AI,26.741121,83.393273,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
513,2026-09-14 09:21:10,POTHOLE,0.84,12.7,CRITICAL,2048,13,204,99,268,SURFACE_CAVITY_AI,26.739833,83.395688,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
513,2026-09-14 09:21:10,POTHOLE,0.88,14.5,CRITICAL,2921,100,204,271,268,SURFACE_CAVITY_AI,26.739833,83.395688,Civil Lines / Commissioner Office -> Mohaddipur Chauraha,UPSRTC-UP53-8821,Asphalt Cold-Mix Repair (PWD/NHAI)
